用户ID,用户姓名,商品ID,商品名称,商品类别,单价,购买时间,购买数量,消费金额,用户城市,用户性别,用户年龄,平台,年份,月份,日期,小时
U8408,霍亨超,P85681,牛仔裤,服装,844.7,2024-06-10 08:35:27,1,844.7,北京,男,64,拼多多,2024,6,10,8
U6626,房之贵,P86416,防晒霜,美妆,800.35,2024-12-29 21:51:05,1,800.35,广州,男,56,拼多多,2024,12,29,21
U2121,钮磊,P13177,芭比娃娃,玩具,27.58,2024-01-12 22:24:06,2,55.16,深圳,女,28,拼多多,2024,1,12,22
U4489,包福家,P57325,篮球,运动,131.16,2024-05-06 03:14:07,5,655.8,广州,女,57,拼多多,2024,5,6,3
U7095,穆国磊,P30225,拼图,玩具,639.49,2024-06-18 03:52:05,1,639.49,上海,女,29,拼多多,2024,6,18,3
U9964,傅进俊,P39737,桌游,玩具,725.92,2024-12-15 16:55:33,5,3629.6,深圳,男,49,拼多多,2024,12,15,16
U9178,贲兴顺,P18386,化妆刷套装,美妆,773.83,2024-12-19 14:12:57,2,1547.66,成都,女,59,拼多多,2024,12,19,14
U1083,朱健翰,P99184,羽毛球拍,运动,300.05,2024-07-10 22:00:30,1,300.05,苏州,女,63,拼多多,2024,7,10,22
U6760,盛琛江,P37974,蓝牙耳机,电子产品,4603.16,2024-04-22 18:40:00,2,9206.32,成都,女,49,拼多多,2024,4,22,18
U4661,杨建,P44213,科幻小说,书籍,91.15,2024-05-23 04:28:19,3,273.45,苏州,女,22,拼多多,2024,5,23,4
U9716,范清克,P30741,平板电脑,电子产品,5070.76,2024-02-23 16:54:01,3,15212.28,北京,女,60,拼多多,2024,2,23,16
U6011,干富,P75269,乐高积木,玩具,269.19,2024-12-30 13:46:35,2,538.38,广州,女,23,拼多多,2024,12,30,13
U3086,元会,P90250,漫画,书籍,70.61,2024-08-07 12:52:11,3,211.83,武汉,男,48,拼多多,2024,8,7,12
U2875,昝福进,P49168,T恤,服装,696.64,2024-06-30 07:55:57,2,1393.28,北京,女,18,拼多多,2024,6,30,7
U6488,袁生,P46605,餐桌,家居,1175.08,2024-09-08 05:28:29,4,4700.32,武汉,男,30,拼多多,2024,9,8,5
U7651,邱山泽,P58285,桌游,玩具,811.7,2024-09-27 07:58:10,5,4058.5,天津,男,45,拼多多,2024,9,27,7
U4492,柏维河,P19197,防晒霜,美妆,447.07,2024-04-01 11:05:18,3,1341.21,北京,男,22,拼多多,2024,4,1,11
U2353,干腾辉,P93003,智能手机,电子产品,6869.73,2024-02-24 17:09:12,5,34348.65,南京,女,57,拼多多,2024,2,24,17
U8020,戚发清,P49613,变形金刚,玩具,379.19,2024-02-05 09:41:59,3,1137.57,深圳,男,38,拼多多,2024,2,5,9
U1320,洪维梁,P47525,瑜伽垫,运动,842.68,2024-12-22 18:38:04,5,4213.4,武汉,男,61,拼多多,2024,12,22,18
U5359,危武,P96940,口红,美妆,426.85,2024-12-11 02:35:48,1,426.85,上海,男,21,拼多多,2024,12,11,2
U9808,曹有固,P80519,智能手机,电子产品,3939.27,2024-05-10 03:20:41,4,15757.08,北京,男,46,拼多多,2024,5,10,3
U9776,苏广信,P35730,卫衣,服装,301.81,2024-03-03 16:28:30,4,1207.24,北京,女,26,拼多多,2024,3,3,16
U2888,郭家,P62194,T恤,服装,789.95,2024-03-07 01:00:35,1,789.95,重庆,男,52,拼多多,2024,3,7,1
U2906,凌浩子,P34750,化妆刷套装,美妆,620.96,2024-01-05 12:12:33,5,3104.8,武汉,男,55,拼多多,2024,1,5,12
U1592,水政,P21836,平板电脑,电子产品,3117.69,2024-02-01 10:56:16,2,6235.38,深圳,男,42,拼多多,2024,2,1,10
U8797,臧松宁,P54783,面霜,美妆,61.8,2024-10-11 03:00:22,5,309.0,深圳,女,29,拼多多,2024,10,11,3
U8936,岑行榕,P70950,遥控车,玩具,802.21,2024-07-29 01:52:10,3,2406.63,苏州,女,26,拼多多,2024,7,29,1
U2889,霍梁星,P15495,粉底液,美妆,835.83,2024-05-29 22:49:20,2,1671.66,苏州,女,38,拼多多,2024,5,29,22
U7504,殷进奇,P82183,变形金刚,玩具,540.47,2024-04-01 23:56:15,1,540.47,武汉,女,38,拼多多,2024,4,1,23
U7801,孙进斌,P95035,篮球,运动,108.52,2024-11-09 21:52:35,3,325.56,成都,男,59,拼多多,2024,11,9,21
U7209,贺昌昌,P46839,办公椅,家居,3848.03,2024-12-25 16:00:11,1,3848.03,南京,女,44,拼多多,2024,12,25,16
U2440,臧龙彪,P37473,粉底液,美妆,616.97,2024-11-29 08:01:13,3,1850.91,西安,男,35,拼多多,2024,11,29,8
U4265,孔泽毅,P66640,沙发,家居,200.63,2024-05-03 05:17:28,3,601.89,上海,女,23,拼多多,2024,5,3,5
U8094,庞晨轮,P79443,连衣裙,服装,340.82,2024-03-13 01:19:00,4,1363.28,上海,女,35,拼多多,2024,3,13,1
U8199,凤顺刚,P36218,科幻小说,书籍,119.4,2024-10-05 13:14:21,2,238.8,重庆,女,59,拼多多,2024,10,5,13
U3239,麻树,P80437,毛绒玩具,玩具,230.26,2024-04-16 02:19:32,2,460.52,深圳,男,23,拼多多,2024,4,16,2
U6757,祁翰明,P73779,山地车,运动,491.91,2024-04-20 08:34:40,2,983.82,武汉,女,24,拼多多,2024,4,20,8
U3468,滕河栋,P89327,牛仔裤,服装,717.03,2024-06-28 11:05:22,3,2151.09,北京,男,44,拼多多,2024,6,28,11
U2360,费航梁,P37644,充电宝,电子产品,6255.4,2024-06-08 09:15:51,1,6255.4,成都,女,29,拼多多,2024,6,8,9
U6672,凌伯峰,P77300,卫衣,服装,379.24,2024-01-16 03:42:55,2,758.48,南京,男,50,拼多多,2024,1,16,3
U2244,岑泽,P67142,T恤,服装,345.82,2024-10-11 19:54:22,3,1037.46,北京,男,57,拼多多,2024,10,11,19
U1939,邵平泽,P38513,牛仔裤,服装,256.16,2024-12-11 21:02:28,1,256.16,武汉,男,18,拼多多,2024,12,11,21
U8816,钱志永,P22521,蓝牙耳机,电子产品,2565.91,2024-10-17 19:46:40,5,12829.55,深圳,女,49,拼多多,2024,10,17,19
U4977,乐浩时,P73536,智能手表,电子产品,7390.5,2024-12-10 15:14:16,1,7390.5,苏州,男,29,拼多多,2024,12,10,15
U2647,杭元绍,P81912,技术教材,书籍,601.76,2024-08-14 12:39:03,3,1805.28,武汉,男,57,拼多多,2024,8,14,12
U5798,娄毅富,P31507,智能手表,电子产品,5695.02,2024-03-07 05:15:16,5,28475.1,深圳,女,44,拼多多,2024,3,7,5
U8683,茅乐波,P36124,牛仔裤,服装,667.8,2024-01-10 04:39:57,3,2003.4,武汉,女,48,拼多多,2024,1,10,4
U3056,华策斌,P95075,拼图,玩具,798.51,2024-03-17 14:17:23,3,2395.53,天津,女,64,拼多多,2024,3,17,14
U7915,吕才浩,P15377,餐桌,家居,1878.76,2024-07-11 03:22:28,1,1878.76,武汉,男,30,拼多多,2024,7,11,3
U7558,茅清,P67831,蓝牙耳机,电子产品,3368.53,2024-04-19 15:22:45,4,13474.12,南京,男,37,拼多多,2024,4,19,15
U8332,何胜,P20573,羽毛球拍,运动,118.66,2024-08-04 13:19:26,1,118.66,武汉,女,59,拼多多,2024,8,4,13
U2388,杨梁,P46227,跑步鞋,运动,280.28,2024-09-30 19:57:46,4,1121.12,重庆,女,51,拼多多,2024,9,30,19
U2094,闵贵兴,P44772,牛仔裤,服装,548.51,2024-10-02 06:09:34,5,2742.55,成都,女,43,拼多多,2024,10,2,6
U2168,任维震,P91477,香水,美妆,355.14,2024-02-26 19:08:37,2,710.28,天津,女,18,拼多多,2024,2,26,19
U8520,崔致俊,P71080,运动鞋,服装,805.38,2024-10-25 11:30:12,4,3221.52,苏州,男,40,拼多多,2024,10,25,11
U5556,水盛祥,P25281,洗发水,美妆,379.07,2024-09-05 18:07:21,2,758.14,广州,女,28,拼多多,2024,9,5,18
U3412,秦炎若,P66108,化妆刷套装,美妆,509.87,2024-05-02 17:36:47,2,1019.74,天津,男,55,拼多多,2024,5,2,17
U1772,孔信,P72852,智能手表,电子产品,853.29,2024-04-19 07:26:14,5,4266.45,苏州,男,51,拼多多,2024,4,19,7
U4819,金昌思,P59307,T恤,服装,538.18,2024-09-29 15:53:25,1,538.18,苏州,女,60,拼多多,2024,9,29,15
U1413,傅才航,P19450,遥控车,玩具,349.56,2024-05-09 22:10:21,2,699.12,深圳,女,32,拼多多,2024,5,9,22
U8230,田家,P23016,技术教材,书籍,575.84,2024-11-15 04:27:48,4,2303.36,上海,男,62,拼多多,2024,11,15,4
U3165,钱博利,P99750,技术教材,书籍,85.75,2024-11-22 14:47:48,3,257.25,天津,女,24,拼多多,2024,11,22,14
U6830,葛邦榕,P42388,沙发,家居,1374.77,2024-10-12 04:24:33,5,6873.85,上海,女,24,拼多多,2024,10,12,4
U3264,祝致志,P16553,夹克,服装,55.5,2024-05-30 07:49:13,4,222.0,杭州,女,25,拼多多,2024,5,30,7
U9316,钮泰,P44984,哑铃,运动,553.16,2024-07-15 03:14:37,3,1659.48,武汉,男,23,拼多多,2024,7,15,3
U4591,管子朋,P32978,芭比娃娃,玩具,77.12,2024-08-30 01:11:35,5,385.6,广州,女,59,拼多多,2024,8,30,1
U7715,骆勇有,P11579,防晒霜,美妆,144.23,2024-08-04 16:47:56,3,432.69,上海,男,56,拼多多,2024,8,4,16
U9446,计刚伟,P17051,人物传记,书籍,705.3,2024-02-09 22:04:57,1,705.3,苏州,女,55,拼多多,2024,2,9,22
U4824,霍仁,P60942,平板电脑,电子产品,1655.81,2024-03-25 20:08:27,5,8279.05,成都,男,49,拼多多,2024,3,25,20
U5289,元厚宁,P74904,山地车,运动,735.02,2024-06-04 01:15:34,1,735.02,西安,男,50,拼多多,2024,6,4,1
U4603,贲琛,P32691,收纳盒,家居,3369.09,2024-07-08 17:47:45,4,13476.36,武汉,男,28,拼多多,2024,7,8,17
U3323,臧善峰,P11596,羽绒服,服装,361.11,2024-07-20 01:56:06,5,1805.55,武汉,男,52,拼多多,2024,7,20,1
U3559,汪先安,P27568,山地车,运动,597.38,2024-07-10 23:05:43,1,597.38,杭州,女,47,拼多多,2024,7,10,23
U4872,杭力,P67608,哑铃,运动,722.82,2024-01-26 08:13:12,3,2168.46,杭州,女,29,拼多多,2024,1,26,8
U5400,廉伦,P55093,台灯,家居,3223.55,2024-09-13 18:25:09,1,3223.55,西安,女,42,拼多多,2024,9,13,18
U3156,彭以进,P96624,洗发水,美妆,457.0,2024-04-21 10:00:42,5,2285.0,深圳,男,41,拼多多,2024,4,21,10
U6430,卜建军,P73528,瑜伽垫,运动,506.66,2024-03-29 04:36:35,1,506.66,杭州,女,39,拼多多,2024,3,29,4
U6608,蓝和,P25660,夹克,服装,838.27,2024-06-15 14:22:51,1,838.27,成都,男,53,拼多多,2024,6,15,14
U9739,丁善毅,P99250,羽毛球拍,运动,832.19,2024-05-31 01:34:19,1,832.19,深圳,男,32,拼多多,2024,5,31,1
U8868,罗斌,P66923,沙发,家居,2010.97,2024-05-05 07:24:06,5,10054.85,重庆,女,58,拼多多,2024,5,5,7
U9128,蓝斌勇,P71952,智能手机,电子产品,6681.64,2024-10-15 17:00:22,1,6681.64,杭州,男,42,拼多多,2024,10,15,17
U6038,林海波,P55412,瑜伽垫,运动,536.16,2024-08-13 06:14:33,2,1072.32,深圳,女,51,拼多多,2024,8,13,6
U3014,祁中波,P51401,收纳盒,家居,1687.86,2024-08-23 06:53:16,3,5063.58,南京,女,54,拼多多,2024,8,23,6
U2314,明振行,P67938,瑜伽垫,运动,737.96,2024-12-22 03:37:59,4,2951.84,武汉,女,59,拼多多,2024,12,22,3
U3912,项震轮,P56098,餐桌,家居,134.43,2024-07-12 19:57:13,3,403.29,武汉,男,27,拼多多,2024,7,12,19
U4351,诸龙军,P80192,收纳盒,家居,2720.5,2024-05-15 23:43:56,4,10882.0,广州,女,59,拼多多,2024,5,15,23
U6579,徐宏建,P39539,口红,美妆,779.56,2024-10-12 04:31:26,1,779.56,北京,女,42,拼多多,2024,10,12,4
U5844,胡飞刚,P99466,乐高积木,玩具,275.85,2024-01-17 06:19:23,4,1103.4,重庆,女,51,拼多多,2024,1,17,6
U6190,元新武,P18738,拼图,玩具,541.94,2024-03-28 21:06:10,1,541.94,西安,女,28,拼多多,2024,3,28,21
U3657,岑清军,P54067,口红,美妆,197.45,2024-08-17 07:56:44,3,592.35,重庆,男,19,拼多多,2024,8,17,7
U2139,皮楠斌,P83660,连衣裙,服装,399.86,2024-08-03 20:43:35,4,1599.44,深圳,女,47,拼多多,2024,8,3,20
U8117,柏震,P42768,口红,美妆,37.07,2024-02-19 09:30:55,3,111.21,杭州,女,34,拼多多,2024,2,19,9
U1654,谢永俊,P10368,智能手机,电子产品,3996.14,2024-10-20 14:35:46,5,19980.7,苏州,男,48,拼多多,2024,10,20,14
U6456,夏承全,P19623,香水,美妆,118.78,2024-11-07 18:19:21,2,237.56,武汉,女,61,拼多多,2024,11,7,18
U4979,梁河,P51509,香水,美妆,665.53,2024-09-01 14:03:46,5,3327.65,苏州,男,52,拼多多,2024,9,1,14
U7800,邵茂世,P78434,变形金刚,玩具,546.06,2024-03-20 04:30:04,1,546.06,武汉,男,18,拼多多,2024,3,20,4
U2010,成俊武,P67430,毛绒玩具,玩具,247.4,2024-07-08 16:50:49,4,989.6,成都,男,22,拼多多,2024,7,8,16
U2572,田腾友,P13495,遥控车,玩具,127.24,2024-02-20 20:51:06,3,381.72,重庆,女,35,拼多多,2024,2,20,20
U9538,路鹏豪,P22939,科幻小说,书籍,318.34,2024-06-21 20:14:45,4,1273.36,杭州,女,59,拼多多,2024,6,21,20
U2621,史若浩,P16506,牛仔裤,服装,422.54,2024-03-02 00:58:03,3,1267.62,苏州,女,32,拼多多,2024,3,2,0
U8349,宗和民,P93589,科幻小说,书籍,577.1,2024-01-01 21:45:36,5,2885.5,天津,男,53,拼多多,2024,1,1,21
U4390,安世仁,P96204,卫衣,服装,334.57,2024-05-10 09:53:42,5,1672.85,广州,男,39,拼多多,2024,5,10,9
U7134,汤时军,P98955,人物传记,书籍,428.22,2024-04-06 09:20:02,3,1284.66,天津,男,38,拼多多,2024,4,6,9
U1137,高伦生,P69575,办公椅,家居,3913.17,2024-12-22 20:38:14,1,3913.17,深圳,女,24,拼多多,2024,12,22,20
U6656,舒山福,P21076,连衣裙,服装,810.16,2024-08-12 10:08:56,3,2430.48,苏州,男,53,拼多多,2024,8,12,10
U9601,季彬,P22275,历史书籍,书籍,623.96,2024-01-08 07:47:45,4,2495.84,上海,女,63,拼多多,2024,1,8,7
U5924,彭子,P69118,科幻小说,书籍,842.44,2024-06-29 00:46:02,3,2527.32,西安,女,38,拼多多,2024,6,29,0
U3693,昝朋泰,P19511,口红,美妆,672.48,2024-06-23 10:43:27,1,672.48,成都,男,32,拼多多,2024,6,23,10
U7717,酆群,P27967,粉底液,美妆,549.49,2024-09-21 01:56:26,3,1648.47,广州,男,57,拼多多,2024,9,21,1
U6660,祝广,P33319,毛绒玩具,玩具,501.69,2024-06-26 09:08:43,4,2006.76,西安,男,57,拼多多,2024,6,26,9
U4312,李良群,P72181,桌游,玩具,804.78,2024-05-09 19:16:46,2,1609.56,天津,男,20,拼多多,2024,5,9,19
U8915,樊炎友,P16237,遥控车,玩具,187.03,2024-11-23 00:46:14,4,748.12,成都,女,40,拼多多,2024,11,23,0
U4790,鲁谦善,P73949,口红,美妆,524.42,2024-09-23 08:53:23,1,524.42,武汉,女,64,拼多多,2024,9,23,8
U6076,项若,P80459,技术教材,书籍,505.21,2024-04-12 08:14:00,1,505.21,天津,女,21,拼多多,2024,4,12,8
U7197,闵胜致,P39787,技术教材,书籍,774.26,2024-04-15 01:51:12,5,3871.3,重庆,男,63,拼多多,2024,4,15,1
U1607,熊天,P65332,变形金刚,玩具,603.19,2024-07-15 21:57:15,3,1809.57,苏州,男,52,拼多多,2024,7,15,21
U8215,高乐固,P19320,心理学,书籍,579.42,2024-07-02 12:38:09,5,2897.1,成都,男,43,拼多多,2024,7,2,12
U7246,奚家泰,P48479,平板电脑,电子产品,1337.02,2024-12-15 19:41:21,4,5348.08,西安,男,33,拼多多,2024,12,15,19
U4720,邓江朗,P95649,漫画,书籍,49.12,2024-06-27 12:02:04,3,147.36,成都,男,63,拼多多,2024,6,27,12
U9689,伍冠振,P22433,蓝牙耳机,电子产品,5163.16,2024-09-25 11:30:14,3,15489.48,西安,男,65,拼多多,2024,9,25,11
U6624,干旭,P35335,抱枕,家居,1744.61,2024-02-26 09:12:20,1,1744.61,天津,女,53,拼多多,2024,2,26,9
U6022,范俊永,P40660,跑步鞋,运动,220.93,2024-07-30 21:18:44,1,220.93,杭州,男,50,拼多多,2024,7,30,21
U8215,应福榕,P86904,口红,美妆,556.5,2024-02-12 11:38:45,5,2782.5,成都,女,36,拼多多,2024,2,12,11
U2134,汪以翰,P87578,收纳盒,家居,3423.94,2024-07-15 15:01:59,5,17119.7,上海,男,65,拼多多,2024,7,15,15
U3377,田心诚,P42340,牛仔裤,服装,175.95,2024-12-01 07:18:16,1,175.95,成都,男,25,拼多多,2024,12,1,7
U7489,计敬博,P42461,毛绒玩具,玩具,563.65,2024-12-24 05:03:55,1,563.65,上海,女,22,拼多多,2024,12,24,5
U5280,施辉林,P35559,收纳盒,家居,4145.25,2024-12-04 04:06:45,4,16581.0,西安,男,25,拼多多,2024,12,4,4
U5529,湛心,P39364,桌游,玩具,816.46,2024-03-04 22:22:57,4,3265.84,成都,男,47,拼多多,2024,3,4,22
U8864,危策,P17443,洗发水,美妆,78.5,2024-08-14 23:00:30,4,314.0,西安,男,24,拼多多,2024,8,14,23
U5301,崔祥文,P39975,乐高积木,玩具,520.54,2024-07-21 21:33:55,4,2082.16,深圳,女,21,拼多多,2024,7,21,21
U1982,郭鸣谦,P38193,桌游,玩具,157.49,2024-06-05 20:16:47,1,157.49,北京,女,26,拼多多,2024,6,5,20
U8430,成光,P96638,芭比娃娃,玩具,452.91,2024-06-21 15:46:49,4,1811.64,上海,男,41,拼多多,2024,6,21,15
U7456,郭昌,P33088,洗发水,美妆,849.7,2024-11-20 03:10:13,2,1699.4,重庆,男,34,拼多多,2024,11,20,3
U7235,常武福,P25935,餐桌,家居,3596.59,2024-07-06 09:15:51,3,10789.77,北京,男,41,拼多多,2024,7,6,9
U7427,臧志,P59444,面霜,美妆,839.32,2024-08-07 07:21:14,5,4196.6,杭州,男,29,拼多多,2024,8,7,7
U6176,彭毅毅,P33117,漫画,书籍,221.81,2024-02-19 11:06:01,5,1109.05,重庆,女,58,拼多多,2024,2,19,11
U1872,沈谦,P72831,拼图,玩具,696.65,2024-12-20 08:25:54,2,1393.3,广州,女,48,拼多多,2024,12,20,8
U7169,成飞建,P72975,漫画,书籍,242.66,2024-06-22 03:25:06,4,970.64,南京,男,49,拼多多,2024,6,22,3
U3408,霍贵博,P26786,瑜伽垫,运动,796.21,2024-06-13 16:03:58,2,1592.42,北京,女,24,拼多多,2024,6,13,16
U8440,危雄星,P66283,化妆刷套装,美妆,411.52,2024-12-01 12:48:01,2,823.04,武汉,女,18,拼多多,2024,12,1,12
U1887,祁岩邦,P92761,台灯,家居,2300.49,2024-11-16 23:46:07,2,4600.98,重庆,女,54,拼多多,2024,11,16,23
U9284,强子,P64868,篮球,运动,119.21,2024-09-02 11:37:38,1,119.21,苏州,男,25,拼多多,2024,9,2,11
U9671,雷军,P49343,乐高积木,玩具,791.58,2024-02-27 12:14:06,2,1583.16,天津,女,44,拼多多,2024,2,27,12
U3807,阮彪,P80315,牛仔裤,服装,732.08,2024-01-02 22:01:46,5,3660.4,南京,男,52,拼多多,2024,1,2,22
U3901,邵岩士,P43345,乐高积木,玩具,594.27,2024-07-13 15:40:51,1,594.27,天津,男,54,拼多多,2024,7,13,15
U5430,席河冠,P36899,香水,美妆,808.24,2024-11-20 13:56:24,5,4041.2,杭州,女,53,拼多多,2024,11,20,13
U1593,施冠志,P87212,运动鞋,服装,167.0,2024-01-21 12:08:13,4,668.0,苏州,男,43,拼多多,2024,1,21,12
U9956,唐胜,P40981,历史书籍,书籍,473.13,2024-11-29 12:27:50,5,2365.65,西安,男,53,拼多多,2024,11,29,12
U2252,于伦辰,P28661,漫画,书籍,681.62,2024-12-24 14:10:21,2,1363.24,苏州,男,46,拼多多,2024,12,24,14
U8254,酆广,P72072,台灯,家居,3828.56,2024-11-18 16:18:49,3,11485.68,成都,男,23,拼多多,2024,11,18,16
U4498,伏先谦,P59974,蓝牙耳机,电子产品,7149.47,2024-10-31 07:44:43,2,14298.94,上海,男,40,拼多多,2024,10,31,7
U4002,伏志,P20887,夹克,服装,619.8,2024-04-01 09:33:38,5,3099.0,西安,女,32,拼多多,2024,4,1,9
U3335,莫永林,P24951,卫衣,服装,628.23,2024-04-05 02:28:23,2,1256.46,重庆,女,26,拼多多,2024,4,5,2
U3227,陶兴,P28244,羽毛球拍,运动,26.92,2024-11-17 22:44:24,3,80.76,武汉,女,20,拼多多,2024,11,17,22
U3992,廉翔,P39989,笔记本电脑,电子产品,2512.07,2024-03-20 00:45:42,5,12560.35,北京,女,57,拼多多,2024,3,20,0
U1250,卞亮河,P85719,心理学,书籍,103.36,2024-06-14 21:31:05,3,310.08,深圳,男,38,拼多多,2024,6,14,21
U8514,史波发,P30679,变形金刚,玩具,37.37,2024-01-18 23:06:09,4,149.48,武汉,男,25,拼多多,2024,1,18,23
U3749,安富有,P23929,面霜,美妆,753.74,2024-07-06 03:13:46,4,3014.96,苏州,男,64,拼多多,2024,7,6,3
U3701,戚壮松,P65510,智能手机,电子产品,1603.58,2024-01-14 14:27:25,2,3207.16,南京,女,62,拼多多,2024,1,14,14
U8201,管文,P80592,山地车,运动,307.55,2024-02-16 10:42:46,4,1230.2,北京,男,36,拼多多,2024,2,16,10
U9146,庞和生,P95052,哑铃,运动,793.03,2024-03-31 21:34:30,3,2379.09,天津,男,34,拼多多,2024,3,31,21
U8620,郎东彪,P96669,羽绒服,服装,739.26,2024-09-17 02:43:57,2,1478.52,苏州,女,51,拼多多,2024,9,17,2
U1634,方茂晨,P95211,T恤,服装,708.98,2024-12-26 03:51:13,2,1417.96,天津,女,19,拼多多,2024,12,26,3
U4747,宣建清,P28938,变形金刚,玩具,209.01,2024-01-27 10:43:13,4,836.04,深圳,女,59,拼多多,2024,1,27,10
U1662,酆德,P29460,洗发水,美妆,829.12,2024-04-18 04:09:07,3,2487.36,南京,女,23,拼多多,2024,4,18,4
U9061,喻盛,P59092,笔记本电脑,电子产品,2938.84,2024-05-07 01:37:35,4,11755.36,上海,男,50,拼多多,2024,5,7,1
U1795,毛和江,P36924,收纳盒,家居,3222.57,2024-11-22 12:05:42,1,3222.57,天津,男,38,拼多多,2024,11,22,12
U7359,伍福东,P33538,羽毛球拍,运动,810.29,2024-04-23 17:44:35,4,3241.16,深圳,男,64,拼多多,2024,4,23,17
U4335,贲胜力,P20870,牛仔裤,服装,625.42,2024-02-04 04:35:16,4,2501.68,北京,女,40,拼多多,2024,2,4,4
U6692,昝生保,P60213,连衣裙,服装,498.69,2024-12-19 20:59:55,4,1994.76,北京,男,40,拼多多,2024,12,19,20
U6225,方进思,P86424,充电宝,电子产品,996.58,2024-09-24 08:50:27,3,2989.74,广州,男,65,拼多多,2024,9,24,8
U6372,邬星富,P89431,台灯,家居,1911.91,2024-07-31 13:01:51,5,9559.55,上海,男,36,拼多多,2024,7,31,13
U9351,昌永策,P45862,智能手机,电子产品,7597.55,2024-03-18 13:54:28,2,15195.1,成都,女,26,拼多多,2024,3,18,13
U7060,孙良义,P10706,办公椅,家居,2059.63,2024-09-02 09:55:43,5,10298.15,成都,女,43,拼多多,2024,9,2,9
U6324,经彪俊,P23648,山地车,运动,558.53,2024-11-12 19:24:45,3,1675.59,西安,男,64,拼多多,2024,11,12,19
U2289,毛达刚,P88954,技术教材,书籍,285.37,2024-08-16 10:40:42,5,1426.85,杭州,男,33,拼多多,2024,8,16,10
U4211,席清刚,P67208,面霜,美妆,167.74,2024-03-18 23:08:59,3,503.22,成都,男,27,拼多多,2024,3,18,23
U8717,伍学榕,P37522,科幻小说,书籍,659.8,2024-10-19 13:32:45,2,1319.6,杭州,男,39,拼多多,2024,10,19,13
U2496,左东雄,P55290,笔记本电脑,电子产品,950.15,2024-02-05 04:17:48,1,950.15,重庆,男,62,拼多多,2024,2,5,4
U8899,郁雄,P87151,T恤,服装,517.67,2024-04-25 07:44:29,1,517.67,重庆,女,42,拼多多,2024,4,25,7
U7947,方先茂,P54620,台灯,家居,1526.58,2024-12-06 01:38:00,4,6106.32,成都,男,47,拼多多,2024,12,6,1
U1247,于利启,P42953,羽毛球拍,运动,436.53,2024-05-05 15:26:09,5,2182.65,杭州,男,33,拼多多,2024,5,5,15
U2354,张斌鹏,P88101,篮球,运动,66.18,2024-04-17 10:34:08,5,330.9,西安,女,37,拼多多,2024,4,17,10
U9080,成昌文,P34518,显示器,电子产品,4334.9,2024-03-18 20:09:05,1,4334.9,天津,女,34,拼多多,2024,3,18,20
U6501,奚奇宏,P80964,拼图,玩具,728.14,2024-12-10 13:18:55,1,728.14,北京,女,37,拼多多,2024,12,10,13
U4781,花伟,P69092,心理学,书籍,510.25,2024-05-11 13:19:50,1,510.25,上海,女,19,拼多多,2024,5,11,13
U2478,狄世泰,P54973,香水,美妆,664.0,2024-07-06 08:39:05,5,3320.0,南京,女,19,拼多多,2024,7,6,8
